url,Product link,Thumb image,Brand value,Product value,Strike value,Price value,Discount value,Sizes value,Selectasize values
http://www.myntra.com/men-accessories,"Pronto\nUnisex Blue Vectra 78 Large Trolley Suitcase\nRs. 8,390Rs. 3,356(60% off)\nSizes: L","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1062218/2016/6/14/11465883776845-Pronto-Unisex-Blue-Vectra-78-Large-Trolley-Suitcase-1571465883776514-1_mini.jpg",Pronto,Unisex Blue Vectra 78 Large Trolley Suitcase,"Rs. 8,390","Rs. 3,356",(60% off),Sizes: L,L
http://www.myntra.com/men-accessories,"Wildcraft\nUnisex Black& Grey Printed Rucksack\nRs. 3,499Rs. 2,099(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1468209/2016/9/28/11475059091404-Wildcraft-Unisex-Black-Grey-Rucksack-2901475059091114-1_mini.jpg",Wildcraft,Unisex Black& Grey Printed Rucksack,"Rs. 3,499","Rs. 2,099",(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Puma\nUnisex Blue & Grey Phase Backpack\nRs. 1,099Rs. 659(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/877233/PUMA-Unisex-Blue--Grey-Phase-Backpack_1_3f8f51b40ffb6cc721c06b7d3194d5a1_mini.jpg",Puma,Unisex Blue & Grey Phase Backpack,"Rs. 1,099",Rs. 659,(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"F Gear\nUnisex Black Metro Duffel Bag\nRs. 2,125Rs. 743(65% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1228119/2016/8/16/11471344291190-F-Gear-Unisex-Black-Duffel-Bag-5951471344290660-1_mini.jpg",F Gear,Unisex Black Metro Duffel Bag,"Rs. 2,125",Rs. 743,(65% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Pacific Gold\nMen Black Leather Belt\nRs. 599Rs. 299(50% off)\nSizes: 32, 34, 36, 38, 40, 42, 44","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/869440/Pacific-Gold-Men-Belts_1_67729a482a30f41c50b8f5be7cfdc83d_mini.jpg",Pacific Gold,Men Black Leather Belt,Rs. 599,Rs. 299,(50% off),"Sizes: 32, 34, 36, 38, 40, 42, 44",32; 34; 36; 38; 40; 42; 44
http://www.myntra.com/men-accessories,"AMERICAN TOURISTER\nUnisex Gunmetal-Toned Arona Medium Trolley Suitcase\nRs. 10,800Rs. 4,860(55% off)\nSizes: Medium","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/657966/American-Tourister-Unisex-Gunmetal-Toned-Arona-Trolley-Suitcase_1_594d4f10ce1f27206eaa71d34c55c749_mini.jpg",AMERICAN TOURISTER,Unisex Gunmetal-Toned Arona Medium Trolley Suitcase,"Rs. 10,800","Rs. 4,860",(55% off),Sizes: Medium,Medium
http://www.myntra.com/men-accessories,Gear\nUnisex Black Duffle Bag\nRs. 649Rs. 454(30% off)\nSizes: Onesize,"http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/589221/Gear-Unisex-Black-Duffle-Bag_1_d1df6a109135439ab9c0d3ce164bd386_mini.jpg",Gear,Unisex Black Duffle Bag,Rs. 649,Rs. 454,(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Fastrack\nMen Teal Green Dial Chronograph Watch 3111SL02\nRs. 4,795Rs. 2,397(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1493282/2016/9/22/11474535505992-Fastrack-Men-Teal-green-Dial-Chronograph-Watch-3111SL02-6661474535505383-1_mini.jpg",Fastrack,Men Teal Green Dial Chronograph Watch 3111SL02,"Rs. 4,795","Rs. 2,397",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"WildHorn\nMen Brown Leather Belt\nRs. 999Rs. 399(60% off)\nSizes: 28, 30, 32, 34, 36, 38, 40, 42, 44","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1207561/2016/2/5/11454665667613-WildHorn-Men-Belts-4091454665667215-1_mini.jpg",WildHorn,Men Brown Leather Belt,Rs. 999,Rs. 399,(60% off),"Sizes: 28, 30, 32, 34, 36, 38, 40, 42, 44",28; 30; 32; 34; 36; 38; 40; 42; 44
http://www.myntra.com/men-accessories,"Daniel Klein\nExclusive Men Navy Dial Watch DK11042-3\nRs. 6,800Rs. 3,400(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1386386/2016/6/29/11467198979082-Daniel-Klein-Exclusive-Men-Navy-Dial-Watch-DK11042-3-9171467198978884-1_mini.jpg",Daniel Klein,Exclusive Men Navy Dial Watch DK11042-3,"Rs. 6,800","Rs. 3,400",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Louis Philippe\nMen Black & Brown Reversible Leather Belt\nRs. 1,999Rs. 1,399(30% off)\nSizes: 32, 36","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1575001/2016/10/21/11477028918035-Louis-Philippe-Men-Belts-5261477028917853-1_mini.jpg",Louis Philippe,Men Black & Brown Reversible Leather Belt,"Rs. 1,999","Rs. 1,399",(30% off),"Sizes: 32, 36",32; 36
http://www.myntra.com/men-accessories,"Tommy Hilfiger\nUnisex Blue Quilted Laptop Backpack\nRs. 2,599Rs. 1,819(30% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1491172/2016/9/22/11474538216288-Tommy-Hilfiger-Unisex-Blue--Navy-Quilted-Backpack-7121474538215757-1_mini.jpg",Tommy Hilfiger,Unisex Blue Quilted Laptop Backpack,"Rs. 2,599","Rs. 1,819",(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Pronto\nUnisex Navy Miami Trolley 55 Duffel Bag\nRs. 3,090Rs. 1,236(60% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1062266/2016/6/14/11465882385905-Pronto-Unisex-Navy-Miami-Trolley-55-Duffle-Bag-2811465882385590-1_mini.jpg",Pronto,Unisex Navy Miami Trolley 55 Duffel Bag,"Rs. 3,090","Rs. 1,236",(60% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Samsonite\nUnisex Grey Optic Spinner 75 Large Trolley Suitcase\nRs. 17,000\nSizes: Large","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1492924/2016/10/12/11476268139701-Samsonite-Unisex-Grey-Optic-Spinner-75-Large-Trolley-Suitcase-8431476268139332-1_mini.jpg",Samsonite,Unisex Grey Optic Spinner 75 Large Trolley Suitcase,,"Rs. 17,000",,Sizes: Large,Large
http://www.myntra.com/men-accessories,"Adidas NEO\nMen Navy Brand Print Backpack\nRs. 1,999Rs. 1,199(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1504651/2016/10/13/11476354963721-Adidas-NEO-Men-Navy-Brand-Print-Backpack-2201476354963380-1_mini.jpg",Adidas NEO,Men Navy Brand Print Backpack,"Rs. 1,999","Rs. 1,199",(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Farenheit\nUnisex Sunglasses SOC-FA-1070-C1\nRs. 1,999Rs. 599(70% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/777530/Farenheit-Unisex-Sunglasses-SOC-FA-1070-C1_1_48e9dde76fa0a1d2136f740326df633e_mini.jpg",Farenheit,Unisex Sunglasses SOC-FA-1070-C1,"Rs. 1,999",Rs. 599,(70% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Puma\nUnisex Blue Apex Laptop Backpack\nRs. 2,099Rs. 1,469(30% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1497346/2016/10/24/11477307677258-Puma-Unisex-Blue-Apex-Laptop-Backpack-8781477307676847-1_mini.jpg",Puma,Unisex Blue Apex Laptop Backpack,"Rs. 2,099","Rs. 1,469",(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Roadster\nMen Black Dial Watch RD13-A\nRs. 2,799Rs. 1,679(40% off)\nSizes: ONESIZE","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1487825/2016/10/28/11477652529855-Roadster-Men-Black-Dial-Watch-RD13-A-6991477652529545-1_mini.jpg",Roadster,Men Black Dial Watch RD13-A,"Rs. 2,799","Rs. 1,679",(40% off),Sizes: ONESIZE,ONESIZE
http://www.myntra.com/men-accessories,"Wildcraft\nUnisex Black Laptop Backpack\nRs. 2,299Rs. 1,149(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1293279/2016/10/17/11476687407697-WIldcraft-Unisex-Black-Laptop-Backpack-7281476687407339-1_mini.jpg",Wildcraft,Unisex Black Laptop Backpack,"Rs. 2,299","Rs. 1,149",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Daniel Klein\nExclusive Men Blue Dial Watch DK11053-3\nRs. 7,850Rs. 3,925(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1506811/2016/10/14/11476435172468-Daniel-Klein-Exclusive-Men-Blue-Dial-Watch-DK11053-3-411476435172265-1_mini.jpg",Daniel Klein,Exclusive Men Blue Dial Watch DK11053-3,"Rs. 7,850","Rs. 3,925",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Wildcraft\nMen Orange & Grey Annapurna Rucksack\nRs. 2,499\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1486882/2016/10/6/11475735492642-Wildcraft-Men-Orange--Grey-Annapurna-Rucksack-8761475735492321-1_mini.jpg",Wildcraft,Men Orange & Grey Annapurna Rucksack,,"Rs. 2,499",,Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Tommy Hilfiger\nUnisex Navy & Black Printed Backpack\nRs. 2,599Rs. 1,819(30% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1428629/2016/8/8/11470659650010-Tommy-Hilfiger-Unisex-Navy-Printed-Backpack-5471470659649692-1_mini.jpg",Tommy Hilfiger,Unisex Navy & Black Printed Backpack,"Rs. 2,599","Rs. 1,819",(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Skybags\nUnisex Grey & Navy Backpack\nRs. 1,999Rs. 1,199(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1277519/2016/4/19/11461057787590-Skybags-Unisex-Grey--Navy-Backpack-5181461057786715-1_mini.jpg",Skybags,Unisex Grey & Navy Backpack,"Rs. 1,999","Rs. 1,199",(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"AMERICAN TOURISTER\nUnisex Gunmetal-Toned Arona Large Trolley Suitcase\nRs. 12,800Rs. 5,760(55% off)\nSizes: Large","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/657968/American-Tourister-Unisex-Gunmetal-Toned-Arona-Trolley-Suitcase_1_c158ddafe47b100980e68a9381115dc9_mini.jpg",AMERICAN TOURISTER,Unisex Gunmetal-Toned Arona Large Trolley Suitcase,"Rs. 12,800","Rs. 5,760",(55% off),Sizes: Large,Large
http://www.myntra.com/men-accessories,"Fastrack\nMen Silver-Toned Dial Chronograph Watch 38002PP01J\nRs. 4,295Rs. 2,147(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1493284/2016/9/22/11474539070519-Fastrack-Men-Silver-Toned-Dial-Chronograph-Watch-38002PP01J-4741474539070407-1_mini.jpg",Fastrack,Men Silver-Toned Dial Chronograph Watch 38002PP01J,"Rs. 4,295","Rs. 2,147",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Tommy Hilfiger\nMen Black Bikers Collection Backpack\nRs. 1,990Rs. 1,393(30% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/528603/2016/9/22/11474526739832-Tommy-Hilfiger-Men-Black-Bikers-Collection-Backpack-7051474526739518-1_mini.jpg",Tommy Hilfiger,Men Black Bikers Collection Backpack,"Rs. 1,990","Rs. 1,393",(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Roadster\nMen Beige & Brown Camouflage Print Dial Watch MFB-PN-Y-9572\nRs. 2,499Rs. 1,249(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1154741/2016/10/2/11475399419660-Roadster-Men-Beige--Brown-Camouflage-Print-Dial-Watch-MFB-PN-Y-9572-3871475399419407-1_mini.jpg",Roadster,Men Beige & Brown Camouflage Print Dial Watch MFB-PN-Y-9572,"Rs. 2,499","Rs. 1,249",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,Wildcraft\nWiki by Men Black Backpack\nRs. 899\nSizes: Onesize,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1486930/2016/9/22/11474530476790-Wiki-by-Wildcraft-Men-Black-Backpack-5441474530476456-1_mini.jpg",Wildcraft,Wiki by Men Black Backpack,,Rs. 899,,Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Ray-Ban\nMen Rectangular Sunglasses 0RB3490I006/7162\nRs. 5,290Rs. 3,174(40% off)\nSizes: 62","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1480902/2016/9/21/11474458414240-Ray-Ban-Men-Rectangular-Sunglasses-0RB3490I0067162-2211474458413882-1_mini.jpg",Ray-Ban,Men Rectangular Sunglasses 0RB3490I006/7162,"Rs. 5,290","Rs. 3,174",(40% off),Sizes: 62,62
http://www.myntra.com/men-accessories,"Sonata\nMen White Digital Watch 77026PP02J\nRs. 1,499Rs. 899(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1493407/2016/9/14/11473846015049-Sonata-Men-Watches-1731473846014816-1_mini.jpg",Sonata,Men White Digital Watch 77026PP02J,"Rs. 1,499",Rs. 899,(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Puma\nUnisex Blue Graphic Backpack\nRs. 1,599Rs. 879(45% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/images/style/properties/PUMA-Unisex-Blue-Graphic-Backpack_8d3211174649ac4f3d0ac7a342ce9a1e_images_mini.jpg",Puma,Unisex Blue Graphic Backpack,"Rs. 1,599",Rs. 879,(45% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Mast & Harbour\nUnisex Teal Blue Analogue Watch MFB-PN-WTH-S9538-1\nRs. 2,999Rs. 1,499(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1461459/2016/10/12/11476270007957-Mast--Harbour-Unisex-Teal-Blue-Analogue-Watch-MFB-PN-WTH-S9538-1-3281476270007711-1_mini.jpg",Mast & Harbour,Unisex Teal Blue Analogue Watch MFB-PN-WTH-S9538-1,"Rs. 2,999","Rs. 1,499",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Pacific Gold\nMen Black & Brown Reversible Belt\nRs. 799Rs. 359(55% off)\nSizes: 32, 34, 36, 38, 40, 42, 44","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/1032686/Pacific-Gold-Men-Belts_1_fd684d390788bf64170e87d3d876438e_mini.jpg",Pacific Gold,Men Black & Brown Reversible Belt,Rs. 799,Rs. 359,(55% off),"Sizes: 32, 34, 36, 38, 40, 42, 44",32; 34; 36; 38; 40; 42; 44
http://www.myntra.com/men-accessories,"Pronto\nUnisex Grey Medium Trolley Suitcase\nRs. 7,390Rs. 2,956(60% off)\nSizes: M","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1062217/2016/6/14/11465882720422-Pronto-Unisex-Grey-Medium-Trolley-Suitcase-2441465882720173-1_mini.jpg",Pronto,Unisex Grey Medium Trolley Suitcase,"Rs. 7,390","Rs. 2,956",(60% off),Sizes: M,M
http://www.myntra.com/men-accessories,Teakwood Leathers\nMen Tan Brown Genuine Leather Wallet\nRs. 999Rs. 449(55% off)\nSizes: Onesize,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/969737/2016/7/29/11469773796515-Teakwood-Leathers-Men-Tan-Brown-Textured-Wallet-7461469773790073-1_mini.jpg",Teakwood Leathers,Men Tan Brown Genuine Leather Wallet,Rs. 999,Rs. 449,(55% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,WildHorn\nMen Black Leather Wallet\nRs. 999Rs. 299(70% off)\nSizes: Onesize,"http://assets.myntassets.com/h_240,q_95,w_180/v1/images/style/properties/WildHorn-Men-Wallets_335cd49353a2c94f2ba7019497ddcaaf_images_mini.jpg",WildHorn,Men Black Leather Wallet,Rs. 999,Rs. 299,(70% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Teakwood Leathers\nMen Black & Brown Reversible Genuine Leather Belt\nRs. 1,499Rs. 674(55% off)\nSizes: 34, 36, 38, 40, 44","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1198540/2016/7/29/11469774728559-Teakwood-Leathers-Men-Black--Brown-Reversible-Leather-Belt-4311469774728319-1_mini.jpg",Teakwood Leathers,Men Black & Brown Reversible Genuine Leather Belt,"Rs. 1,499",Rs. 674,(55% off),"Sizes: 34, 36, 38, 40, 44",34; 36; 38; 40; 44
http://www.myntra.com/men-accessories,"Daniel Klein\nExclusive Men Navy Dial Watch DK11019-6\nRs. 7,750Rs. 3,875(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1386356/2016/6/23/11466677457346-Daniel-Klein-Exclusive-Men-Blue-Dial-Watch-DK11019-6-6001466677457213-1_mini.jpg",Daniel Klein,Exclusive Men Navy Dial Watch DK11019-6,"Rs. 7,750","Rs. 3,875",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Fastrack\nMen Chronograph Red Analogue Watch 38005PP03J\nRs. 3,995Rs. 1,997(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1493289/2016/9/23/11474616735226-Fastrack-Men-Chronograph-Red-Analogue-Watch-38005PP03J-9691474616735037-1_mini.jpg",Fastrack,Men Chronograph Red Analogue Watch 38005PP03J,"Rs. 3,995","Rs. 1,997",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"CASIO\nEDIFICE EX176 EFR-534SG-7AVDF\nRs. 10,995\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/338030/Casio-Edifice-Men-Silver-Toned-Dial-Watch-EX176_1_1d4d05712db126f373bfce33499f372d_mini.jpg",CASIO,EDIFICE EX176 EFR-534SG-7AVDF,,"Rs. 10,995",,Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Titan\nMen Grey Dial Watch 90028QL02J\nRs. 6,495Rs. 3,247(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1493342/2016/9/22/11474541130083-Titan-Men-Grey-Dial-Watch-90028QL02J-3031474541130036-1_mini.jpg",Titan,Men Grey Dial Watch 90028QL02J,"Rs. 6,495","Rs. 3,247",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Daniel Klein\nExclusive Men Gunmetal-Toned Dial Watch DK11010-4\nRs. 5,100Rs. 2,550(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1386342/2016/6/29/11467198818155-Daniel-Klein-Exclusive-Men-Gunmetal-Toned-Dial-Watch-DK11010-4-81467198817798-1_mini.jpg",Daniel Klein,Exclusive Men Gunmetal-Toned Dial Watch DK11010-4,"Rs. 5,100","Rs. 2,550",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,"Fastrack\nMen Grey Dial Chronograph Watch 3111SL03\nRs. 4,795Rs. 2,397(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1493283/2016/9/22/11474539060842-Fastrack-Men-Grey-Dial-Chronograph-Watch-3111SL03-7881474539060682-1_mini.jpg",Fastrack,Men Grey Dial Chronograph Watch 3111SL03,"Rs. 4,795","Rs. 2,397",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-accessories,Mast & Harbour\nUnisex Gradient Sunglasses MH MFB SN 007\nRs. 899Rs. 449(50% off)\nSizes: Onesize,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1313725/2016/8/2/11470117805697-Mast--Harbour-Unisex-Gradient-Sunglasses-MH-MFB-SN-007-6461470117794282-1_mini.jpg",Mast & Harbour,Unisex Gradient Sunglasses MH MFB SN 007,Rs. 899,Rs. 449,(50% off),Sizes: Onesize,Onesize
