url,Product link,Thumb image,Brand value,Product value,Strike value,Price value,Discount value,Sizes value,Selectasize value
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nMen Black Analogue Watch MFB-PN-WTH-S5842\nRs. 2,999Rs. 1,499(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1461475/2016/10/1/11475302785558-Roadster-Men-Black-Analogue-Watch-MFB-PN-WTH-S5842-7451475302785429-1_mini.jpg",Roadster,Men Black Analogue Watch MFB-PN-WTH-S5842,"Rs. 2,999","Rs. 1,499",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,CUSTOM\nMen Black Dial Watch F3191A\nRs. 999Rs. 599(40% off)\nSizes: Onesize,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1482868/2016/8/29/11472466674928-CUSTOM-Men-Black-Dial-Watch-F3191A-8061472466674501-1_mini.jpg",CUSTOM,Men Black Dial Watch F3191A,Rs. 999,Rs. 599,(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Daniel Klein\nPremium Men Grey Dial Watch DK10941-6\nRs. 3,300Rs. 1,650(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1386241/2016/6/23/11466677014866-Daniel-Klein-Premium-Men-Grey-Dial-Watch-DK10941-6-8631466677014679-1_mini.jpg",Daniel Klein,Premium Men Grey Dial Watch DK10941-6,"Rs. 3,300","Rs. 1,650",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nMen Black Dial Watch MFBRD17-E\nRs. 2,999Rs. 1,499(50% off)\nSizes: ONESIZE","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1548739/2016/10/13/11476354895856-Roadster-Men-Black-Dial-Watch-MFBRD17-E-1901476354895546-1_mini.jpg",Roadster,Men Black Dial Watch MFBRD17-E,"Rs. 2,999","Rs. 1,499",(50% off),Sizes: ONESIZE,ONESIZE
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nRDSTR Men Black & Grey Dial Watch MFB-PN-Y-S9466\nRs. 2,499Rs. 1,249(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1154749/2016/6/15/11465973852206-RDSTR-Men-Black--Grey-Dial-Watch-MFB-PN-Y-S9466-5171465973852040-1_mini.jpg",Roadster,RDSTR Men Black & Grey Dial Watch MFB-PN-Y-S9466,"Rs. 2,499","Rs. 1,249",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"CASIO\nG-Shock Black Analogue & Digital Watch G435-BLACK-251106 GA-1000-1ADR\nRs. 11,995\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/251106/Casio-G-Shock-Men-Black-Analogue--Digital-Watch_1_049d9d45c1a00bfdab7237ee443f111a_mini.jpg",CASIO,G-Shock Black Analogue & Digital Watch G435-BLACK-251106 GA-1000-1ADR,,"Rs. 11,995",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Fastrack\nMen Black Dial Watch 3099SL06\nRs. 2,095\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/images/style/properties/Fastrack-Men-Watches_d1a9d17e77faade847f56cb72480d4c1_images_mini.jpg",Fastrack,Men Black Dial Watch 3099SL06,,"Rs. 2,095",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Martian\nUnisex Red Analogue & Digital Notifier Smart Watch\nRs. 9,999Rs. 5,999(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1018277/2015/10/29/11446095627457-Martian-Unisex-Red-Analogue--Digital-Notifier-Smart-Watch-8331446095626993-1_mini.jpg",Martian,Unisex Red Analogue & Digital Notifier Smart Watch,"Rs. 9,999","Rs. 5,999",(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nMen Black Dial Watch RD17-C\nRs. 2,399Rs. 1,199(50% off)\nSizes: ONESIZE","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1487829/2016/10/6/11475751903815-Roadster-Men-Watches-1171475751903729-1_mini.jpg",Roadster,Men Black Dial Watch RD17-C,"Rs. 2,399","Rs. 1,199",(50% off),Sizes: ONESIZE,ONESIZE
http://www.myntra.com/men-watches-wearables-menu,"CASIO\nG-SHOCK G521 GA-100CF-8ADR\nRs. 7,295\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/images/style/properties/Casio-G-Shock-Men-Black-Analogue---Digital-Watch-G571_770a7d2fd905b8038f90a414a2271fe9_images_mini.jpg",CASIO,G-SHOCK G521 GA-100CF-8ADR,,"Rs. 7,295",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Daniel Klein\nExclusive Men Black Dial Watch DK10833-2\nRs. 6,950Rs. 4,170(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1061183/2016/7/13/11468407375683-Daniel-Klein-Exclusive-Men-Black-Dial-Watch-DK10833-2-3261468407375566-1_mini.jpg",Daniel Klein,Exclusive Men Black Dial Watch DK10833-2,"Rs. 6,950","Rs. 4,170",(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Fastrack\nMen White Dial Watch ND3072SL01\nRs. 4,795\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/155949/2015/11/24/11448360258030-Fastrack-Men-White-Dial-Watch-ND3072SL01-8851448360257514-1_mini.jpg",Fastrack,Men White Dial Watch ND3072SL01,,"Rs. 4,795",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nMen Black & White Analogue Watch RD14-A\nRs. 2,299Rs. 1,149(50% off)\nSizes: ONESIZE","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1487827/2016/10/18/11476788021350-Roadster-Men-Watches-6811476788021222-1_mini.jpg",Roadster,Men Black & White Analogue Watch RD14-A,"Rs. 2,299","Rs. 1,149",(50% off),Sizes: ONESIZE,ONESIZE
http://www.myntra.com/men-watches-wearables-menu,"Daniel Klein\nExclusive Men Brown Dial Watch DK10996-5\nRs. 4,900Rs. 2,450(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1386322/2016/6/23/11466677329243-Daniel-Klein-Exclusive-Men-Brown-Dial-Watch-DK10996-5-3841466677329101-1_mini.jpg",Daniel Klein,Exclusive Men Brown Dial Watch DK10996-5,"Rs. 4,900","Rs. 2,450",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Titan\nMen Gunmetal-Toned Dial Watch 90049QL02J\nRs. 7,995Rs. 3,997(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1493343/2016/9/22/11474541141674-Titan-Men-Gunmetal-Toned-Dial-Watch-90049QL02J-5981474541141590-1_mini.jpg",Titan,Men Gunmetal-Toned Dial Watch 90049QL02J,"Rs. 7,995","Rs. 3,997",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Tommy Hilfiger\nMen Black Dial Watch NATH1790708J\nRs. 7,995Rs. 4,797(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1165304/2016/1/12/11452576161799-Tommy-Hilfiger-Men-Watches-9921452576161769-1_mini.jpg",Tommy Hilfiger,Men Black Dial Watch NATH1790708J,"Rs. 7,995","Rs. 4,797",(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nMen Black Dial Watch RD17-D\nRs. 2,799Rs. 1,399(50% off)\nSizes: ONESIZE","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1487830/2016/10/28/11477652555302-Roadster-Men-Black-Dial-Watch-RD17-D-1451477652554996-1_mini.jpg",Roadster,Men Black Dial Watch RD17-D,"Rs. 2,799","Rs. 1,399",(50% off),Sizes: ONESIZE,ONESIZE
http://www.myntra.com/men-watches-wearables-menu,"Fossil\nMen Silver-Toned Dial Chronograph Watch FS5060I\nRs. 8,995Rs. 7,196(20% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1556165/2016/9/24/11474708707174-Fossil-Men-Watches-1211474708706885-1_mini.jpg",Fossil,Men Silver-Toned Dial Chronograph Watch FS5060I,"Rs. 8,995","Rs. 7,196",(20% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"GIORDANO\nMen Blue Dial Watch 1719-77\nRs. 13,950Rs. 5,580(60% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/913686/GIORDANO-Men-Blue-Dial-Watch-1719-77_1_ee46034aedb58b39adc501d1bd60865d_mini.jpg",GIORDANO,Men Blue Dial Watch 1719-77,"Rs. 13,950","Rs. 5,580",(60% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Daniel Klein\nExclusive Men Silver-Toned Dial Watch DK10996-1\nRs. 4,700Rs. 2,350(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1386319/2016/6/23/11466677324525-Daniel-Klein-Exclusive-Men-Silver-Toned-Dial-Watch-DK10996-1-4971466677323827-1_mini.jpg",Daniel Klein,Exclusive Men Silver-Toned Dial Watch DK10996-1,"Rs. 4,700","Rs. 2,350",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Daniel Klein\nExclusive Men Blue Dial Watch DK10927-6\nRs. 6,800Rs. 3,400(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1506768/2016/10/14/11476435143940-Daniel-Klein-Exclusive-Men-Blue-Dial-Watch-DK10927-6-6421476435143750-1_mini.jpg",Daniel Klein,Exclusive Men Blue Dial Watch DK10927-6,"Rs. 6,800","Rs. 3,400",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"CASIO\nG-SHOCK G332 GA-110HC-1ADR\nRs. 8,295\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/95051/2016/2/11/11455185137644-Casio-G-Shock-Men-Black-Analog--Digital-Watch-5851455185137273-1_mini.jpg",CASIO,G-SHOCK G332 GA-110HC-1ADR,,"Rs. 8,295",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nMen Grey & Brown Analogue Watch RD21-A\nRs. 2,399Rs. 1,199(50% off)\nSizes: ONESIZE","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1487821/2016/10/18/11476790938135-Roadster-Men-Watches-8031476790937999-1_mini.jpg",Roadster,Men Grey & Brown Analogue Watch RD21-A,"Rs. 2,399","Rs. 1,199",(50% off),Sizes: ONESIZE,ONESIZE
http://www.myntra.com/men-watches-wearables-menu,"Daniel Klein\nPremium Men Navy Dial Watch 10880-4\nRs. 4,200Rs. 2,100(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1227607/2016/3/17/11458207522401-Daniel-Klein-Premium-Men-Navy-Dial-Watch-10880-4-1451458207521103-1_mini.jpg",Daniel Klein,Premium Men Navy Dial Watch 10880-4,"Rs. 4,200","Rs. 2,100",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Fastrack\nMen Black Dial Watch NA3039SL02\nRs. 1,595\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/images/style/properties/Fastrack-Men-Black-Casual-Watch_3a1ef7bbe461e47f7d4f11aaf245135a_images_mini.jpg",Fastrack,Men Black Dial Watch NA3039SL02,,"Rs. 1,595",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Louis Philippe\nMen Steel-toned & White Dial Analogue Watch LYAG515030\nRs. 9,999Rs. 6,999(30% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1445292/2016/8/23/11471936361032-Louis-Philippe-Men-Steel-toned--White-Dial-Analogue-Watch-LYAG515030-401471936360870-1_mini.jpg",Louis Philippe,Men Steel-toned & White Dial Analogue Watch LYAG515030,"Rs. 9,999","Rs. 6,999",(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"U.S. Polo Assn.\nMen Blue Dial Chronograph Watch USAT0107\nRs. 14,999Rs. 10,499(30% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1105361/2015/12/23/11450848840791-US-Polo-Assn-Men-Blue-Dial-Chronograph-Watch-USAT0107-8881450848840326-1_mini.jpg",U.S. Polo Assn.,Men Blue Dial Chronograph Watch USAT0107,"Rs. 14,999","Rs. 10,499",(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nRDSTR Men Black Dial Watch MFB-PN-WTH-S9483\nRs. 3,999Rs. 1,999(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1461495/2016/10/1/11475300649924-Roadster-Men-Black-Dial-Chronograph-Watch-MFB-PN-WTH-S9483-2401475300649785-1_mini.jpg",Roadster,RDSTR Men Black Dial Watch MFB-PN-WTH-S9483,"Rs. 3,999","Rs. 1,999",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"CASIO\nENTICER Classic Men Black Dial Watch A204 MTP-1239D-1ADF\nRs. 2,395\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/128709/2016/10/17/11476698828986-Casio-Classic-Men-Black-Dial-Watch-A204-5871476698828953-1_mini.jpg",CASIO,ENTICER Classic Men Black Dial Watch A204 MTP-1239D-1ADF,,"Rs. 2,395",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"CASIO\nEDIFICE EX234 EFR-546L-1AVUDF\nRs. 7,495\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/695873/2016/10/17/11476699346612-Casio-Edifice-Men-Black-Chronograph-Dial-Watch-EX234-1421476699346509-1_mini.jpg",CASIO,EDIFICE EX234 EFR-546L-1AVUDF,,"Rs. 7,495",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Daniel Klein\nExclusive Men Black Dial Watch 10910-6\nRs. 5,150Rs. 2,575(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1227661/2016/3/22/11458644286015-Daniel-Klein-Exclusive-Men-Black-Dial-Watch-10910-6-1831458644285483-1_mini.jpg",Daniel Klein,Exclusive Men Black Dial Watch 10910-6,"Rs. 5,150","Rs. 2,575",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nMen Brown Dial Watch RD21-C\nRs. 2,399Rs. 1,199(50% off)\nSizes: ONESIZE","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1487839/2016/10/28/11477652572591-Roadster-Men-Brown-Dial-Watch-RD21-C-7041477652572359-1_mini.jpg",Roadster,Men Brown Dial Watch RD21-C,"Rs. 2,399","Rs. 1,199",(50% off),Sizes: ONESIZE,ONESIZE
http://www.myntra.com/men-watches-wearables-menu,"CASIO\nEdifice Men Silver-Toned Dial Chronograph Watch EX192 EFR-539D-7AVUDF\nRs. 8,995\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/images/style/properties/Casio-Edifice-Men-Silver-Toned-Dial-Watch-EX192_9efca6285136adab34bc86f29cccc4ff_images_mini.jpg",CASIO,Edifice Men Silver-Toned Dial Chronograph Watch EX192 EFR-539D-7AVUDF,,"Rs. 8,995",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Camerii\nMen Black Dial Watch WS11RBRo\nRs. 1,399Rs. 419(70% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/581047/2016/6/14/11465889500287-Camerii-Men-Black-Dial-Watch-WS11RBRo-7561465889500125-1_mini.jpg",Camerii,Men Black Dial Watch WS11RBRo,"Rs. 1,399",Rs. 419,(70% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Daniel Klein\nExclusive Men Black Multifunction Dial Watch 10898-4\nRs. 4,950Rs. 2,475(50% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1227628/2016/3/22/11458644149115-Daniel-Klein-Exclusive-Men-Black-Multifunction-Dial-Watch-10898-4-1061458644148596-1_mini.jpg",Daniel Klein,Exclusive Men Black Multifunction Dial Watch 10898-4,"Rs. 4,950","Rs. 2,475",(50% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"GIORDANO\nSpecial Collection Men Black Dial Watch 60056\nRs. 3,650Rs. 2,190(40% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/805503/GIORDANO-Special-Collection-Men-Black-Dial-Watch-60056_1_4b86a743d041d2ff36560a99389594fc_mini.jpg",GIORDANO,Special Collection Men Black Dial Watch 60056,"Rs. 3,650","Rs. 2,190",(40% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"CASIO\nEDIFICE EF-558D-2AVDF\nRs. 12,995\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/95008/2016/2/11/11455184705683-CASIO-Edifice-Men-Blue--Silver-Toned-Dial-Chronograph-Watch-ED437-6961455184705369-1_mini.jpg",CASIO,EDIFICE EF-558D-2AVDF,,"Rs. 12,995",,Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Fossil\nMen Silver-Toned Dial Chronograph Watch FS5063I\nRs. 9,495Rs. 6,646(30% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1555771/2016/9/29/11475151374879-Fossil-Women-Watches-7831475151375170-1_mini.jpg",Fossil,Men Silver-Toned Dial Chronograph Watch FS5063I,"Rs. 9,495","Rs. 6,646",(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"U.S. Polo Assn.\nMen Navy Dial Chronograph Watch USAT0093\nRs. 12,999Rs. 9,099(30% off)\nSizes: Onesize","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1105341/2015/12/23/11450852642343-US-Polo-Assn-Men-Navy-Dial-Chronograph-Watch-USAT0093-8271450852641933-1_mini.jpg",U.S. Polo Assn.,Men Navy Dial Chronograph Watch USAT0093,"Rs. 12,999","Rs. 9,099",(30% off),Sizes: Onesize,Onesize
http://www.myntra.com/men-watches-wearables-menu,"Roadster\nMen Black Dial Watch MFBRD17-A\nRs. 2,999Rs. 1,499(50% off)\nSizes: ONESIZE","http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1548737/2016/10/13/11476354879825-Roadster-Men-Black-Dial-Watch-MFBRD17-A-5601476354879658-1_mini.jpg",Roadster,Men Black Dial Watch MFBRD17-A,"Rs. 2,999","Rs. 1,499",(50% off),Sizes: ONESIZE,ONESIZE
