Product ,Complete Description,,1uozlx images_alt,Product Description,Screen + Colour,Ratings,Number of Ratings,Number of Reviews,Brief Description,Complete Description,Price,,,,,,,,,,,,,,,,,,,,,/
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nHP APU Quad Core A8 - (4 GB/1 TB HDD/DOS/2 GB Graphics) N4F83PA#ACJ 15-af008AX Notebook\n15.6 inch, Turbo Silver Color With Diamond & Cross Brush Pattern, 2.19 kg\n4★\n4\n★\n609 Ratings\n186 Reviews\n5\n★\n272\n4\n★\n202\n3\n★\n56\n2\n★\n21\n1\n★\n58\n609 Ratings & 186 Reviews\nAMD APU Quad Core A8 Processor ( )\n4 GB DDR3 RAM\nDOS Operating System\n1 TB HDD\n15.6 inch Display\n1 Year Onsite Warranty\n₹25490\n₹27490\n7% off\nOffers\nSpecial Price",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,HP APU Quad Core A8 - (4 GB/1 TB HDD/DOS/2 GB Graphics) N4F83PA#ACJ 15-af008AX Notebook,"15.6 inch, Turbo Silver Color With Diamond & Cross Brush Pattern, 2.19 kg",4,609,186 Reviews,https://www.flipkart.com/hp-apu-quad-core-a8-4-gb-1-tb-hdd-dos-2-gb-graphics-n4f83pa-acj-15-af008ax-notebook/p/itme8ffqegdmj4wc?pid=COME8FFPZ6EACGZ2&srno=b_1_11&otracker=browse&lid=LSTCOME8FFPZ6EACGZ2HWCXM2,AMD APU Quad Core A8 Processor ( ); 4 GB DDR3 RAM; DOS Operating System; 1 TB HDD; 15.6 inch Display; 1 Year Onsite Warranty,25490,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nHP Core i5 - (8 GB/1 TB HDD/DOS/2 GB Graphics) W6T28PA 15-be001TX Notebook\n15.6 inch, SIlver, 2.19 kg\n3.8★\n3.8\n★\n234 Ratings\n78 Reviews\n5\n★\n105\n4\n★\n60\n3\n★\n21\n2\n★\n10\n1\n★\n38\n234 Ratings & 78 Reviews\nIntel Core i5 Processor ( 6th Gen )\n8 GB RAM\nDOS Operating System\n1 TB HDD\n15.6 inch Display\n1 Year Onsite Warranty\n₹42990",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,HP Core i5 - (8 GB/1 TB HDD/DOS/2 GB Graphics) W6T28PA 15-be001TX Notebook,"15.6 inch, SIlver, 2.19 kg",3.8,234,78 Reviews,https://www.flipkart.com/hp-core-i5-8-gb-1-tb-hdd-dos-2-gb-graphics-w6t28pa-15-be001tx-notebook/p/itmej82g64um3ztp?pid=COMEJ82GDUYESTGH&srno=b_1_12&otracker=browse&lid=LSTCOMEJ82GDUYESTGHLWK00A,Intel Core i5 Processor ( 6th Gen ); 8 GB RAM; DOS Operating System; 1 TB HDD; 15.6 inch Display; 1 Year Onsite Warranty,42990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nAcer E 15 Core i5 - (4 GB/1 TB HDD/Linux/2 GB Graphics) UN.MV2SI.001 E5-572G Notebook\n15.6 inch, Black, 2.55 kg\n3.4★\n3.4\n★\n13 Ratings\n5 Reviews\n5\n★\n5\n4\n★\n1\n3\n★\n2\n2\n★\n4\n1\n★\n1\n13 Ratings & 5 Reviews\nIntel Core i5 Processor ( 4th Gen )\n4 GB DDR3 RAM\nLinux/Ubuntu Operating System\n1 TB HDD\n15.6 inch Display\n1 Year Onsite Warranty\n₹30990",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Acer E 15 Core i5 - (4 GB/1 TB HDD/Linux/2 GB Graphics) UN.MV2SI.001 E5-572G Notebook,"15.6 inch, Black, 2.55 kg",3.4,13,5 Reviews,https://www.flipkart.com/acer-e-15-core-i5-4-gb-1-tb-hdd-linux-2-gb-graphics-un-mv2si-001-e5-572g-notebook/p/itmencuxfvypjhfn?pid=COMENCUVDGWW8EXB&srno=b_1_13&otracker=browse&lid=LSTCOMENCUVDGWW8EXBEFNOOF,Intel Core i5 Processor ( 4th Gen ); 4 GB DDR3 RAM; Linux/Ubuntu Operating System; 1 TB HDD; 15.6 inch Display; 1 Year Onsite Warranty,30990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nMicromax Alpha Core i3 - (6 GB/500 GB HDD/Windows 10 Home) LI351568W LI351 Notebook\n15.6 inch, Grey\n4.4★\n4.4\n★\n108 Ratings\n62 Reviews\n5\n★\n76\n4\n★\n17\n3\n★\n6\n2\n★\n0\n1\n★\n9\n108 Ratings & 62 Reviews\nIntel Core i3 Processor ( 5th Gen )\n6 GB DDR3 RAM\n64 bit Windows 10 Operating System\n500 GB HDD\n15.6 inch Display\n1 Year Warranty\n₹23990\n₹26990\n11% off\nOffers\nSpecial Price",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Micromax Alpha Core i3 - (6 GB/500 GB HDD/Windows 10 Home) LI351568W LI351 Notebook,"15.6 inch, Grey",4.4,108,62 Reviews,https://www.flipkart.com/micromax-alpha-core-i3-6-gb-500-gb-hdd-windows-10-home-li351568w-li351-notebook/p/itmekd2veyqzh5qg?pid=COMEKD2VDZN9YZDE&srno=b_1_14&otracker=browse&lid=LSTCOMEKD2VDZN9YZDEHK34V9,Intel Core i3 Processor ( 5th Gen ); 6 GB DDR3 RAM; 64 bit Windows 10 Operating System; 500 GB HDD; 15.6 inch Display; 1 Year Warranty,23990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nAcer One 10 Atom - (2 GB/32 GB EMMC Storage/Windows 10 Home) NT.G86SI.002 S1001-19p0 2 in 1 Laptop\n10.1 inch, SIlver, 1.2 kg\n3.6★\n3.6\n★\n1123 Ratings\n288 Reviews\n5\n★\n434\n4\n★\n251\n3\n★\n161\n2\n★\n65\n1\n★\n212\n1123 Ratings & 288 Reviews\nIntel Atom Processor ( 5th Gen )\n2 GB DDR3 RAM\n32 bit Windows 10 Operating System\n10.1 inch Touchscreen Display\n1 Year Carry In Warranty\n₹12990",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Acer One 10 Atom - (2 GB/32 GB EMMC Storage/Windows 10 Home) NT.G86SI.002 S1001-19p0 2 in 1 Laptop,"10.1 inch, SIlver, 1.2 kg",3.6,1123,288 Reviews,https://www.flipkart.com/acer-one-10-atom-2-gb-32-gb-emmc-storage-windows-home-nt-g86si-002-s1001-19p0-2-1-laptop/p/itmedgthjrymga9v?pid=COMEDGTK55C8BRXY&srno=b_1_15&otracker=browse&lid=LSTCOMEDGTK55C8BRXYKLLVIC,Intel Atom Processor ( 5th Gen ); 2 GB DDR3 RAM; 32 bit Windows 10 Operating System; 10.1 inch Touchscreen Display; 1 Year Carry In Warranty,12990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nAcer ES 11 Celeron Dual Core - (2 GB/500 GB HDD/Linux) NX.MYKSI.024 ES1-131-C4ZS Notebook\n11.6 inch, Diamond Black, 1.25 kg\n3.8★\n3.8\n★\n6 Ratings\n1 Reviews\n5\n★\n4\n4\n★\n0\n3\n★\n0\n2\n★\n1\n1\n★\n1\n6 Ratings & 1 Reviews\nIntel Celeron Dual Core Processor ( )\n2 GB DDR3 RAM\nLinux/Ubuntu Operating System\n500 GB HDD\n11.6 inch Display\n1 Year Onsite Warranty\n₹14990",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Acer ES 11 Celeron Dual Core - (2 GB/500 GB HDD/Linux) NX.MYKSI.024 ES1-131-C4ZS Notebook,"11.6 inch, Diamond Black, 1.25 kg",3.8,6,1 Reviews,https://www.flipkart.com/acer-es-11-celeron-dual-core-2-gb-500-gb-hdd-linux-nx-myksi-024-es1-131-c4zs-notebook/p/itmencux78znheek?pid=COMENCUXP43N7HZB&srno=b_1_16&otracker=browse&lid=LSTCOMENCUXP43N7HZBQQEXDI,Intel Celeron Dual Core Processor ( ); 2 GB DDR3 RAM; Linux/Ubuntu Operating System; 500 GB HDD; 11.6 inch Display; 1 Year Onsite Warranty,14990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nAcer ES 11 Celeron Dual Core - (2 GB/500 GB HDD/Windows 10 Home) NX.MYKSI.021 ES1-131 Notebook\n11.6 inch, Black, 1.25 kg\n4★\n4\n★\n44 Ratings\n11 Reviews\n5\n★\n20\n4\n★\n14\n3\n★\n3\n2\n★\n2\n1\n★\n5\n44 Ratings & 11 Reviews\nIntel Celeron Dual Core Processor ( 4th Gen )\n2 GB DDR3 RAM\n64 bit Windows 10 Operating System\n500 GB HDD\n11.6 inch Display\n1 Year International Travelers Warranty (ITW)\n₹16990",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Acer ES 11 Celeron Dual Core - (2 GB/500 GB HDD/Windows 10 Home) NX.MYKSI.021 ES1-131 Notebook,"11.6 inch, Black, 1.25 kg",4,44,11 Reviews,https://www.flipkart.com/acer-es-11-celeron-dual-core-2-gb-500-gb-hdd-windows-10-home-nx-myksi-021-es1-131-notebook/p/itmemgh3uungqfzg?pid=COMEMGH3HMJGHHG6&srno=b_1_17&otracker=browse&lid=LSTCOMEMGH3HMJGHHG6R9BSUN,Intel Celeron Dual Core Processor ( 4th Gen ); 2 GB DDR3 RAM; 64 bit Windows 10 Operating System; 500 GB HDD; 11.6 inch Display; 1 Year International Travelers Warranty (ITW),16990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nDell Inspiron APU Quad Core A10 - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) Z566120HIN9 5555 Noteb...\n15.6 inch, Black, 2.3 kg\n3.8★\n3.8\n★\n295 Ratings\n97 Reviews\n5\n★\n130\n4\n★\n72\n3\n★\n39\n2\n★\n16\n1\n★\n38\n295 Ratings & 97 Reviews\nAMD APU Quad Core A10 Processor ( )\n8 GB DDR3 RAM\n64 bit Windows 10 Operating System\n1 TB HDD\n15.6 inch Display\n1 Year Warranty\n₹36990\nOffers\nBuy More, Save More",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Dell Inspiron APU Quad Core A10 - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) Z566120HIN9 5555 Noteb...,"15.6 inch, Black, 2.3 kg",3.8,295,97 Reviews,https://www.flipkart.com/dell-inspiron-apu-quad-core-a10-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-z566120hin9-5555-notebook/p/itmej6whvedjnbmk?pid=COMEJ6WHSPCZYA86&srno=b_1_18&otracker=browse&lid=LSTCOMEJ6WHSPCZYA863YYZ42,AMD APU Quad Core A10 Processor ( ); 8 GB DDR3 RAM; 64 bit Windows 10 Operating System; 1 TB HDD; 15.6 inch Display; 1 Year Warranty,36990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nAcer Aspire E APU Quad Core A10 - (4 GB/1 TB HDD/Windows 10) NX.GESSI.003 E5-553-T4PT Notebook\n15.6 inch, Obsidian Black, 2.39 kg\n3.9★\n3.9\n★\n48 Ratings\n18 Reviews\n5\n★\n25\n4\n★\n12\n3\n★\n2\n2\n★\n1\n1\n★\n8\n48 Ratings & 18 Reviews\nAMD APU Quad Core A10 Processor ( )\n4 GB DDR3 RAM\n64 bit Windows 10 Operating System\n1 TB HDD\n15.6 inch Display\n1 Year International Travelers Warranty (ITW)\n₹25990\n₹27990\n7% off\nOffers\nSpecial Price",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Acer Aspire E APU Quad Core A10 - (4 GB/1 TB HDD/Windows 10) NX.GESSI.003 E5-553-T4PT Notebook,"15.6 inch, Obsidian Black, 2.39 kg",3.9,48,18 Reviews,https://www.flipkart.com/acer-aspire-e-apu-quad-core-a10-4-gb-1-tb-hdd-windows-10-nx-gessi-003-e5-553-t4pt-notebook/p/itmegz8vkcwxvsjs?pid=COMEGZ8VFQ2NRUVV&srno=b_1_19&otracker=browse&lid=LSTCOMEGZ8VFQ2NRUVVUKG2OX,AMD APU Quad Core A10 Processor ( ); 4 GB DDR3 RAM; 64 bit Windows 10 Operating System; 1 TB HDD; 15.6 inch Display; 1 Year International Travelers Warranty (ITW),25990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nAcer E15 Core i7 - (8 GB/1 TB HDD/Linux/2 GB Graphics) UN.MVMSI.011 E5-573G Notebook\n15.6 inch, Black, 2.4 kg\n3.7★\n3.7\n★\n11 Ratings\n3 Reviews\n5\n★\n4\n4\n★\n4\n3\n★\n1\n2\n★\n0\n1\n★\n2\n11 Ratings & 3 Reviews\nIntel Core i7 Processor ( )\n8 GB DDR3 RAM\nLinux/Ubuntu Operating System\n1 TB HDD\n15.6 inch Display\n1 Year International Travelers Warranty (ITW)\n₹45890",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Acer E15 Core i7 - (8 GB/1 TB HDD/Linux/2 GB Graphics) UN.MVMSI.011 E5-573G Notebook,"15.6 inch, Black, 2.4 kg",3.7,11,3 Reviews,https://www.flipkart.com/acer-e15-core-i7-8-gb-1-tb-hdd-linux-2-gb-graphics-un-mvmsi-011-e5-573g-notebook/p/itmemj2z7yhfshpv?pid=COMEMJ2ZTGSH42DK&srno=b_1_20&otracker=browse&lid=LSTCOMEMJ2ZTGSH42DKZNYNHA,Intel Core i7 Processor ( ); 8 GB DDR3 RAM; Linux/Ubuntu Operating System; 1 TB HDD; 15.6 inch Display; 1 Year International Travelers Warranty (ITW),45890,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nAcer Aspire E APU Quad Core A10 - (4 GB/1 TB HDD/Linux) UN.GESSI.001 E5-553-T4PT Notebook\n15.6 inch, Obsidian Black, 2.39 kg\n3.4★\n3.4\n★\n25 Ratings\n10 Reviews\n5\n★\n9\n4\n★\n6\n3\n★\n3\n2\n★\n1\n1\n★\n6\n25 Ratings & 10 Reviews\nAMD APU Quad Core A10 Processor ( 5th Gen )\n4 GB DDR3 RAM\n64 bit Linux/Ubuntu Operating System\n1 TB HDD\n15.6 inch Display\n1 Year International Travelers Warranty (ITW)\n₹23990",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Acer Aspire E APU Quad Core A10 - (4 GB/1 TB HDD/Linux) UN.GESSI.001 E5-553-T4PT Notebook,"15.6 inch, Obsidian Black, 2.39 kg",3.4,25,10 Reviews,https://www.flipkart.com/acer-aspire-e-apu-quad-core-a10-4-gb-1-tb-hdd-linux-un-gessi-001-e5-553-t4pt-notebook/p/itmemfmrgfqfavxn?pid=COMEMFMRTKAFHEVG&srno=b_1_21&otracker=browse&lid=LSTCOMEMFMRTKAFHEVGXLS74D,AMD APU Quad Core A10 Processor ( 5th Gen ); 4 GB DDR3 RAM; 64 bit Linux/Ubuntu Operating System; 1 TB HDD; 15.6 inch Display; 1 Year International Travelers Warranty (ITW),23990,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/laptops/~exclusive-laptops/pr?sid=6bo%2Cb5g&p%5B%5D=facets.filter_standard%255B%255D%3D1&wid=pmuWidget6,"Add to Compare\nAcer Predator Core i7 - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/8 GB Graphics) NH.Q0PSI.001 G9-792 ...\n17.3 inch, Black, 4.2 kg\n3.5★\n3.5\n★\n40 Ratings\n11 Reviews\n5\n★\n21\n4\n★\n3\n3\n★\n4\n2\n★\n0\n1\n★\n12\n40 Ratings & 11 Reviews\nIntel Core i7 Processor ( )\n16 GB DDR4 RAM\n64 bit Windows 10 Operating System\n1 TB HDD|128 GB SSD\n17.3 inch Display\n1 Year International Travelers Warranty\n₹142199\n₹157999\n10% off\nOffers\nSpecial Price",,; https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fa_8b4b59.png,Acer Predator Core i7 - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/8 GB Graphics) NH.Q0PSI.001 G9-792 ...,"17.3 inch, Black, 4.2 kg",3.5,40,11 Reviews,https://www.flipkart.com/acer-predator-core-i7-16-gb-1-tb-hdd-128-gb-ssd-windows-10-home-8-graphics-nh-q0psi-001-g9-792-notebook/p/itmehwc693ubtrt3?pid=COMEHWC6CYYAZKQR&srno=b_1_22&otracker=browse&lid=LSTCOMEHWC6CYYAZKQR8Q6DB4,Intel Core i7 Processor ( ); 16 GB DDR4 RAM; 64 bit Windows 10 Operating System; 1 TB HDD|128 GB SSD; 17.3 inch Display; 1 Year International Travelers Warranty,14999,,,,,,,,,,,,,,,,,,,,,
