url,Product link,Product link_link,Thumb image,Thumb image_alt,Thumb image_link,Brand value,Brand value_link,Product value,Product value_link,Strike value,Strike value_link,Price value,Price value_link,Discount value,Discount value_link,Sizes value,Sizes value_link,Selectasize values
http://www.myntra.com/women-western-wear-menu,"The Vanca\nPink Quilted Jacket\nRs. 1,999Rs. 799(60% off)\nSizes: M, L, XL",http://www.myntra.com/jackets/the-vanca/the-vanca-pink-quilted-jacket/991639/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/991639/2016/8/8/11470659451873-The-Vanca-Red-Slim-Fit-Woollen-Jacket-91470659451524-1_mini.jpg",The Vanca Pink Quilted Jacket,http://www.myntra.com/jackets/the-vanca/the-vanca-pink-quilted-jacket/991639/buy?src=search,The Vanca,http://www.myntra.com/jackets/the-vanca/the-vanca-pink-quilted-jacket/991639/buy?src=search,Pink Quilted Jacket,http://www.myntra.com/jackets/the-vanca/the-vanca-pink-quilted-jacket/991639/buy?src=search,"Rs. 1,999",http://www.myntra.com/jackets/the-vanca/the-vanca-pink-quilted-jacket/991639/buy?src=search,Rs. 799,http://www.myntra.com/jackets/the-vanca/the-vanca-pink-quilted-jacket/991639/buy?src=search,(60% off),http://www.myntra.com/jackets/the-vanca/the-vanca-pink-quilted-jacket/991639/buy?src=search,"Sizes: M, L, XL",http://www.myntra.com/jackets/the-vanca/the-vanca-pink-quilted-jacket/991639/buy?src=search,M; L; XL
http://www.myntra.com/women-western-wear-menu,"SASSAFRAS\nGreen Polyester Embellished Top\nRs. 999Rs. 499(50% off)\nSizes: S, M, L, XL, XXL",http://www.myntra.com/tops/sassafras/sassafras-green-polyester-embellished-top/1376180/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1376180/2016/6/1/11464780528180-SASSAFRAS-Women-Tops-3041464780527867-1_mini.jpg",SASSAFRAS Green Polyester Embellished Top,http://www.myntra.com/tops/sassafras/sassafras-green-polyester-embellished-top/1376180/buy?src=search,SASSAFRAS,http://www.myntra.com/tops/sassafras/sassafras-green-polyester-embellished-top/1376180/buy?src=search,Green Polyester Embellished Top,http://www.myntra.com/tops/sassafras/sassafras-green-polyester-embellished-top/1376180/buy?src=search,Rs. 999,http://www.myntra.com/tops/sassafras/sassafras-green-polyester-embellished-top/1376180/buy?src=search,Rs. 499,http://www.myntra.com/tops/sassafras/sassafras-green-polyester-embellished-top/1376180/buy?src=search,(50% off),http://www.myntra.com/tops/sassafras/sassafras-green-polyester-embellished-top/1376180/buy?src=search,"Sizes: S, M, L, XL, XXL",http://www.myntra.com/tops/sassafras/sassafras-green-polyester-embellished-top/1376180/buy?src=search,S; M; L; XL; XXL
http://www.myntra.com/women-western-wear-menu,"Popnetic\nWhite Top\nRs. 799Rs. 319(60% off)\nSizes: S, M, L, XL",http://www.myntra.com/tops/popnetic/popnetic-white-top/1320377/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1320377/2016/5/13/11463127335304-Popnetic-White-High-Low-Top-9331463127334920-1_mini.jpg",Popnetic White Top,http://www.myntra.com/tops/popnetic/popnetic-white-top/1320377/buy?src=search,Popnetic,http://www.myntra.com/tops/popnetic/popnetic-white-top/1320377/buy?src=search,White Top,http://www.myntra.com/tops/popnetic/popnetic-white-top/1320377/buy?src=search,Rs. 799,http://www.myntra.com/tops/popnetic/popnetic-white-top/1320377/buy?src=search,Rs. 319,http://www.myntra.com/tops/popnetic/popnetic-white-top/1320377/buy?src=search,(60% off),http://www.myntra.com/tops/popnetic/popnetic-white-top/1320377/buy?src=search,"Sizes: S, M, L, XL",http://www.myntra.com/tops/popnetic/popnetic-white-top/1320377/buy?src=search,S; M; L; XL
http://www.myntra.com/women-western-wear-menu,"Roadster\nWomen Mustard Solid Regular Top\nRs. 899Rs. 719(20% off)\nSizes: S, M, L, XL",http://www.myntra.com/tops/roadster/roadster-women-mustard-solid-regular-top/1445918/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1445918/2016/9/1/11472731786703-Roadster-Women-Mustard-Solid-Regular-Top-8501472731786377-1_mini.jpg",Roadster Women Mustard Solid Regular Top,http://www.myntra.com/tops/roadster/roadster-women-mustard-solid-regular-top/1445918/buy?src=search,Roadster,http://www.myntra.com/tops/roadster/roadster-women-mustard-solid-regular-top/1445918/buy?src=search,Women Mustard Solid Regular Top,http://www.myntra.com/tops/roadster/roadster-women-mustard-solid-regular-top/1445918/buy?src=search,Rs. 899,http://www.myntra.com/tops/roadster/roadster-women-mustard-solid-regular-top/1445918/buy?src=search,Rs. 719,http://www.myntra.com/tops/roadster/roadster-women-mustard-solid-regular-top/1445918/buy?src=search,(20% off),http://www.myntra.com/tops/roadster/roadster-women-mustard-solid-regular-top/1445918/buy?src=search,"Sizes: S, M, L, XL",http://www.myntra.com/tops/roadster/roadster-women-mustard-solid-regular-top/1445918/buy?src=search,S; M; L; XL
http://www.myntra.com/women-western-wear-menu,"Harpa\nWomen Multicoloured Printed Top\nRs. 1,099Rs. 439(60% off)\nSizes: S, M, L, XL",http://www.myntra.com/tops/harpa/harpa-women-multicoloured-printed-top/710843/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/710843/Harpa-Women-Tops_1_4abd04ccbee495917e916324993c51c5_mini.jpg",Harpa Women Multicoloured Printed Top,http://www.myntra.com/tops/harpa/harpa-women-multicoloured-printed-top/710843/buy?src=search,Harpa,http://www.myntra.com/tops/harpa/harpa-women-multicoloured-printed-top/710843/buy?src=search,Women Multicoloured Printed Top,http://www.myntra.com/tops/harpa/harpa-women-multicoloured-printed-top/710843/buy?src=search,"Rs. 1,099",http://www.myntra.com/tops/harpa/harpa-women-multicoloured-printed-top/710843/buy?src=search,Rs. 439,http://www.myntra.com/tops/harpa/harpa-women-multicoloured-printed-top/710843/buy?src=search,(60% off),http://www.myntra.com/tops/harpa/harpa-women-multicoloured-printed-top/710843/buy?src=search,"Sizes: S, M, L, XL",http://www.myntra.com/tops/harpa/harpa-women-multicoloured-printed-top/710843/buy?src=search,S; M; L; XL
http://www.myntra.com/women-western-wear-menu,"The Gud Look\nWomen Brown & Beige Printed Top\nRs. 899Rs. 404(55% off)\nSizes: S, M, L, XL",http://www.myntra.com/tops/the-gud-look/the-gud-look-women-brown--beige-printed-top/298726/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/images/style/properties/The-Gud-Look-Women-Tops_e4c848868177a5e33cd8c1d27f711c16_images_mini.jpg",The Gud Look Women Brown & Beige Printed Top,http://www.myntra.com/tops/the-gud-look/the-gud-look-women-brown--beige-printed-top/298726/buy?src=search,The Gud Look,http://www.myntra.com/tops/the-gud-look/the-gud-look-women-brown--beige-printed-top/298726/buy?src=search,Women Brown & Beige Printed Top,http://www.myntra.com/tops/the-gud-look/the-gud-look-women-brown--beige-printed-top/298726/buy?src=search,Rs. 899,http://www.myntra.com/tops/the-gud-look/the-gud-look-women-brown--beige-printed-top/298726/buy?src=search,Rs. 404,http://www.myntra.com/tops/the-gud-look/the-gud-look-women-brown--beige-printed-top/298726/buy?src=search,(55% off),http://www.myntra.com/tops/the-gud-look/the-gud-look-women-brown--beige-printed-top/298726/buy?src=search,"Sizes: S, M, L, XL",http://www.myntra.com/tops/the-gud-look/the-gud-look-women-brown--beige-printed-top/298726/buy?src=search,S; M; L; XL
http://www.myntra.com/women-western-wear-menu,"Moda Rapido\nWomen Blue Printed Regular Top\nRs. 679Rs. 645(5% off)\nSizes: S, M, L, XL",http://www.myntra.com/tops/moda-rapido/moda-rapido-women-blue-printed-regular-top/1540449/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1540449/2016/10/1/11475314232562-Moda-Rapido-Women-Blue-Printed-Regular-Top-2311475314232349-1_mini.jpg",Moda Rapido Women Blue Printed Regular Top,http://www.myntra.com/tops/moda-rapido/moda-rapido-women-blue-printed-regular-top/1540449/buy?src=search,Moda Rapido,http://www.myntra.com/tops/moda-rapido/moda-rapido-women-blue-printed-regular-top/1540449/buy?src=search,Women Blue Printed Regular Top,http://www.myntra.com/tops/moda-rapido/moda-rapido-women-blue-printed-regular-top/1540449/buy?src=search,Rs. 679,http://www.myntra.com/tops/moda-rapido/moda-rapido-women-blue-printed-regular-top/1540449/buy?src=search,Rs. 645,http://www.myntra.com/tops/moda-rapido/moda-rapido-women-blue-printed-regular-top/1540449/buy?src=search,(5% off),http://www.myntra.com/tops/moda-rapido/moda-rapido-women-blue-printed-regular-top/1540449/buy?src=search,"Sizes: S, M, L, XL",http://www.myntra.com/tops/moda-rapido/moda-rapido-women-blue-printed-regular-top/1540449/buy?src=search,S; M; L; XL
http://www.myntra.com/women-western-wear-menu,"Renka\nBlack Sweater\nRs. 990Rs. 495(50% off)\nSizes: XS, S, M, L, XL, XXL",http://www.myntra.com/sweaters/renka/renka-black-sweater/1024456/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/1024456/Renka-Black-Sweater_1_ee91bfe455c3dea7415f805f8d409959_mini.jpg",Renka Black Sweater,http://www.myntra.com/sweaters/renka/renka-black-sweater/1024456/buy?src=search,Renka,http://www.myntra.com/sweaters/renka/renka-black-sweater/1024456/buy?src=search,Black Sweater,http://www.myntra.com/sweaters/renka/renka-black-sweater/1024456/buy?src=search,Rs. 990,http://www.myntra.com/sweaters/renka/renka-black-sweater/1024456/buy?src=search,Rs. 495,http://www.myntra.com/sweaters/renka/renka-black-sweater/1024456/buy?src=search,(50% off),http://www.myntra.com/sweaters/renka/renka-black-sweater/1024456/buy?src=search,"Sizes: XS, S, M, L, XL, XXL",http://www.myntra.com/sweaters/renka/renka-black-sweater/1024456/buy?src=search,XS; S; M; L; XL; XXL
http://www.myntra.com/women-western-wear-menu,"U&F\nBlack Lace Fit & Flare Dress with Belt\nRs. 1,499Rs. 449(70% off)\nSizes: S, M, L, XL",http://www.myntra.com/dresses/uf/uf-black-lace-fit--flare-dress-with-belt/1246522/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1246522/2016/3/15/11458042803826-UF-Black-Lace-Fit--Flare-Dress-7361458042803215-1_mini.jpg",U&F Black Lace Fit & Flare Dress with Belt,http://www.myntra.com/dresses/uf/uf-black-lace-fit--flare-dress-with-belt/1246522/buy?src=search,U&F,http://www.myntra.com/dresses/uf/uf-black-lace-fit--flare-dress-with-belt/1246522/buy?src=search,Black Lace Fit & Flare Dress with Belt,http://www.myntra.com/dresses/uf/uf-black-lace-fit--flare-dress-with-belt/1246522/buy?src=search,"Rs. 1,499",http://www.myntra.com/dresses/uf/uf-black-lace-fit--flare-dress-with-belt/1246522/buy?src=search,Rs. 449,http://www.myntra.com/dresses/uf/uf-black-lace-fit--flare-dress-with-belt/1246522/buy?src=search,(70% off),http://www.myntra.com/dresses/uf/uf-black-lace-fit--flare-dress-with-belt/1246522/buy?src=search,"Sizes: S, M, L, XL",http://www.myntra.com/dresses/uf/uf-black-lace-fit--flare-dress-with-belt/1246522/buy?src=search,S; M; L; XL
http://www.myntra.com/women-western-wear-menu,"Ruhaans\nWhite Printed Top\nRs. 999Rs. 449(55% off)\nSizes: S, M, L, XL, XXL",http://www.myntra.com/tops/ruhaans/ruhaans-white-printed-top/1082211/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1082211/2015/11/19/11447938424053-Ruhaans-Women-Tops-741447938420383-1_mini.jpg",Ruhaans White Printed Top,http://www.myntra.com/tops/ruhaans/ruhaans-white-printed-top/1082211/buy?src=search,Ruhaans,http://www.myntra.com/tops/ruhaans/ruhaans-white-printed-top/1082211/buy?src=search,White Printed Top,http://www.myntra.com/tops/ruhaans/ruhaans-white-printed-top/1082211/buy?src=search,Rs. 999,http://www.myntra.com/tops/ruhaans/ruhaans-white-printed-top/1082211/buy?src=search,Rs. 449,http://www.myntra.com/tops/ruhaans/ruhaans-white-printed-top/1082211/buy?src=search,(55% off),http://www.myntra.com/tops/ruhaans/ruhaans-white-printed-top/1082211/buy?src=search,"Sizes: S, M, L, XL, XXL",http://www.myntra.com/tops/ruhaans/ruhaans-white-printed-top/1082211/buy?src=search,S; M; L; XL; XXL
http://www.myntra.com/women-western-wear-menu,"RARE\nBlack Printed Top\nRs. 1,199Rs. 539(55% off)\nSizes: S, M, L, XL",http://www.myntra.com/tops/rare/rare-black-printed-top/1109300/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1109300/2015/12/4/11449226442037-RARE-Black-Printed-Top-321449226441581-1_mini.jpg",RARE Black Printed Top,http://www.myntra.com/tops/rare/rare-black-printed-top/1109300/buy?src=search,RARE,http://www.myntra.com/tops/rare/rare-black-printed-top/1109300/buy?src=search,Black Printed Top,http://www.myntra.com/tops/rare/rare-black-printed-top/1109300/buy?src=search,"Rs. 1,199",http://www.myntra.com/tops/rare/rare-black-printed-top/1109300/buy?src=search,Rs. 539,http://www.myntra.com/tops/rare/rare-black-printed-top/1109300/buy?src=search,(55% off),http://www.myntra.com/tops/rare/rare-black-printed-top/1109300/buy?src=search,"Sizes: S, M, L, XL",http://www.myntra.com/tops/rare/rare-black-printed-top/1109300/buy?src=search,S; M; L; XL
http://www.myntra.com/women-western-wear-menu,"Happy Hippie\nBlack T-shirt\nRs. 499Rs. 299(40% off)\nSizes: S, M, L, XL",http://www.myntra.com/tshirts/happy-hippie/happy-hippie-black-t-shirt/863089/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/863089/Happy-Hippie-Black-T-shirt_1_8a9b90c82c94fa827f4d9ab002644232_mini.jpg",Happy Hippie Black T-shirt,http://www.myntra.com/tshirts/happy-hippie/happy-hippie-black-t-shirt/863089/buy?src=search,Happy Hippie,http://www.myntra.com/tshirts/happy-hippie/happy-hippie-black-t-shirt/863089/buy?src=search,Black T-shirt,http://www.myntra.com/tshirts/happy-hippie/happy-hippie-black-t-shirt/863089/buy?src=search,Rs. 499,http://www.myntra.com/tshirts/happy-hippie/happy-hippie-black-t-shirt/863089/buy?src=search,Rs. 299,http://www.myntra.com/tshirts/happy-hippie/happy-hippie-black-t-shirt/863089/buy?src=search,(40% off),http://www.myntra.com/tshirts/happy-hippie/happy-hippie-black-t-shirt/863089/buy?src=search,"Sizes: S, M, L, XL",http://www.myntra.com/tshirts/happy-hippie/happy-hippie-black-t-shirt/863089/buy?src=search,S; M; L; XL
