url,Product link,Product link_link,Thumb image,Thumb image_alt,Thumb image_link,Brand value,Brand value_link,Product value,Product value_link,Strike value,Strike value_link,Price value,Price value_link,Discount value,Discount value_link,Sizes value,Sizes value_link,Selectasize numbers
http://www.myntra.com/women-footwear,"Adidas\nWomen Black & Grey Running Shoes\nRs. 4,299\nSizes: 4, 6, 7, 8",http://www.myntra.com/sports-shoes/adidas/adidas-women-black--grey-running-shoes/1525080/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1525080/2016/10/6/11475753184781-Adidas-Women-Black-Running-Shoes-7251475753184627-1_mini.jpg",Adidas Women Black & Grey Running Shoes,http://www.myntra.com/sports-shoes/adidas/adidas-women-black--grey-running-shoes/1525080/buy?src=search,Adidas,http://www.myntra.com/sports-shoes/adidas/adidas-women-black--grey-running-shoes/1525080/buy?src=search,Women Black & Grey Running Shoes,http://www.myntra.com/sports-shoes/adidas/adidas-women-black--grey-running-shoes/1525080/buy?src=search,,,"Rs. 4,299",http://www.myntra.com/sports-shoes/adidas/adidas-women-black--grey-running-shoes/1525080/buy?src=search,,,"Sizes: 4, 6, 7, 8",http://www.myntra.com/sports-shoes/adidas/adidas-women-black--grey-running-shoes/1525080/buy?src=search,4; 6; 7; 8
http://www.myntra.com/women-footwear,"Shoetopia\nWomen Black Casual Shoes\nRs. 499Rs. 399(20% off)\nSizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1407655/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1407655/2016/6/23/11466677279394-Shoetopia-Women-Casual-Shoes-761466677279225-1_mini.jpg",Shoetopia Women Black Casual Shoes,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1407655/buy?src=search,Shoetopia,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1407655/buy?src=search,Women Black Casual Shoes,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1407655/buy?src=search,Rs. 499,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1407655/buy?src=search,Rs. 399,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1407655/buy?src=search,(20% off),http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1407655/buy?src=search,"Sizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1407655/buy?src=search,3; 4; 5; 6; 7; 8
http://www.myntra.com/women-footwear,"DressBerry\nWomen Pink & Grey Floral Print Flip-Flops\nRs. 399Rs. 279(30% off)\nSizes: 4, 5, 6, 7, 8",http://www.myntra.com/flip-flops/dressberry/dressberry-women-pink--grey-floral-print-flip-flops/1481596/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1481596/2016/9/21/11474437132623-DressBerry-Women-Flip-Flops-3461474437132372-1_mini.jpg",DressBerry Women Pink & Grey Floral Print Flip-Flops,http://www.myntra.com/flip-flops/dressberry/dressberry-women-pink--grey-floral-print-flip-flops/1481596/buy?src=search,DressBerry,http://www.myntra.com/flip-flops/dressberry/dressberry-women-pink--grey-floral-print-flip-flops/1481596/buy?src=search,Women Pink & Grey Floral Print Flip-Flops,http://www.myntra.com/flip-flops/dressberry/dressberry-women-pink--grey-floral-print-flip-flops/1481596/buy?src=search,Rs. 399,http://www.myntra.com/flip-flops/dressberry/dressberry-women-pink--grey-floral-print-flip-flops/1481596/buy?src=search,Rs. 279,http://www.myntra.com/flip-flops/dressberry/dressberry-women-pink--grey-floral-print-flip-flops/1481596/buy?src=search,(30% off),http://www.myntra.com/flip-flops/dressberry/dressberry-women-pink--grey-floral-print-flip-flops/1481596/buy?src=search,"Sizes: 4, 5, 6, 7, 8",http://www.myntra.com/flip-flops/dressberry/dressberry-women-pink--grey-floral-print-flip-flops/1481596/buy?src=search,4; 5; 6; 7; 8
http://www.myntra.com/women-footwear,"FOREVER 21\nWomen Tan Brown Woven Gladiators\nRs. 1,999\nSizes: 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 8",http://www.myntra.com/flats/forever-21/forever-21-women-tan-brown-woven-gladiators/1575229/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1575229/2016/10/21/11477049905062-FOREVER-21-Women-Tan-Woven-Gladiators-5251477049904869-1_mini.jpg",FOREVER 21 Women Tan Brown Woven Gladiators,http://www.myntra.com/flats/forever-21/forever-21-women-tan-brown-woven-gladiators/1575229/buy?src=search,FOREVER 21,http://www.myntra.com/flats/forever-21/forever-21-women-tan-brown-woven-gladiators/1575229/buy?src=search,Women Tan Brown Woven Gladiators,http://www.myntra.com/flats/forever-21/forever-21-women-tan-brown-woven-gladiators/1575229/buy?src=search,,,"Rs. 1,999",http://www.myntra.com/flats/forever-21/forever-21-women-tan-brown-woven-gladiators/1575229/buy?src=search,,,"Sizes: 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 8",http://www.myntra.com/flats/forever-21/forever-21-women-tan-brown-woven-gladiators/1575229/buy?src=search,3.5; 4; 4.5; 5; 5.5; 6; 6.5; 7; 8
http://www.myntra.com/women-footwear,"Puma\nWomen Pink & Blue Ribbons IDP Striped Flip-Flops\nRs. 799Rs. 519(35% off)\nSizes: 3, 4, 5, 6, 7",http://www.myntra.com/flip-flops/puma/puma-women-pink--blue-ribbons-idp-striped-flip-flops/1434956/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1434956/2016/8/19/11471610826521-PUMA-Women-Pink--Blue-Ribbons-IDP-Striped-Flip-Flops-2041471610826277-1_mini.jpg",PUMA Women Pink & Blue Ribbons IDP Striped Flip-Flops,http://www.myntra.com/flip-flops/puma/puma-women-pink--blue-ribbons-idp-striped-flip-flops/1434956/buy?src=search,Puma,http://www.myntra.com/flip-flops/puma/puma-women-pink--blue-ribbons-idp-striped-flip-flops/1434956/buy?src=search,Women Pink & Blue Ribbons IDP Striped Flip-Flops,http://www.myntra.com/flip-flops/puma/puma-women-pink--blue-ribbons-idp-striped-flip-flops/1434956/buy?src=search,Rs. 799,http://www.myntra.com/flip-flops/puma/puma-women-pink--blue-ribbons-idp-striped-flip-flops/1434956/buy?src=search,Rs. 519,http://www.myntra.com/flip-flops/puma/puma-women-pink--blue-ribbons-idp-striped-flip-flops/1434956/buy?src=search,(35% off),http://www.myntra.com/flip-flops/puma/puma-women-pink--blue-ribbons-idp-striped-flip-flops/1434956/buy?src=search,"Sizes: 3, 4, 5, 6, 7",http://www.myntra.com/flip-flops/puma/puma-women-pink--blue-ribbons-idp-striped-flip-flops/1434956/buy?src=search,3; 4; 5; 6; 7
http://www.myntra.com/women-footwear,"Metro\nWomen Gold-Toned Embellished Wedges\nRs. 1,990Rs. 995(50% off)\nSizes: 36, 37, 38, 39, 40",http://www.myntra.com/heels/metro/metro-women-gold-toned-embellished-wedges/1298121/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1298121/2016/4/11/11460360326149-Metro-Women-Gold-Toned-Embellished-Wedges-9931460360325685-1_mini.jpg",Metro Women Gold-Toned Embellished Wedges,http://www.myntra.com/heels/metro/metro-women-gold-toned-embellished-wedges/1298121/buy?src=search,Metro,http://www.myntra.com/heels/metro/metro-women-gold-toned-embellished-wedges/1298121/buy?src=search,Women Gold-Toned Embellished Wedges,http://www.myntra.com/heels/metro/metro-women-gold-toned-embellished-wedges/1298121/buy?src=search,"Rs. 1,990",http://www.myntra.com/heels/metro/metro-women-gold-toned-embellished-wedges/1298121/buy?src=search,Rs. 995,http://www.myntra.com/heels/metro/metro-women-gold-toned-embellished-wedges/1298121/buy?src=search,(50% off),http://www.myntra.com/heels/metro/metro-women-gold-toned-embellished-wedges/1298121/buy?src=search,"Sizes: 36, 37, 38, 39, 40",http://www.myntra.com/heels/metro/metro-women-gold-toned-embellished-wedges/1298121/buy?src=search,36; 37; 38; 39; 40
http://www.myntra.com/women-footwear,"Lavie\nWomen Black & White Colourblocked Heels\nRs. 1,899Rs. 759(60% off)\nSizes: 37, 38, 39, 40",http://www.myntra.com/heels/lavie/lavie-women-black--white-colourblocked-heels/1458554/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1458554/2016/9/15/11473922344062-Lavie-Women-Black--White-Colourblocked-Heels-871473922343931-1_mini.jpg",Lavie Women Black & White Colourblocked Heels,http://www.myntra.com/heels/lavie/lavie-women-black--white-colourblocked-heels/1458554/buy?src=search,Lavie,http://www.myntra.com/heels/lavie/lavie-women-black--white-colourblocked-heels/1458554/buy?src=search,Women Black & White Colourblocked Heels,http://www.myntra.com/heels/lavie/lavie-women-black--white-colourblocked-heels/1458554/buy?src=search,"Rs. 1,899",http://www.myntra.com/heels/lavie/lavie-women-black--white-colourblocked-heels/1458554/buy?src=search,Rs. 759,http://www.myntra.com/heels/lavie/lavie-women-black--white-colourblocked-heels/1458554/buy?src=search,(60% off),http://www.myntra.com/heels/lavie/lavie-women-black--white-colourblocked-heels/1458554/buy?src=search,"Sizes: 37, 38, 39, 40",http://www.myntra.com/heels/lavie/lavie-women-black--white-colourblocked-heels/1458554/buy?src=search,37; 38; 39; 40
http://www.myntra.com/women-footwear,"Lavie\nWomen Tan Brown & Muted Gold-Toned Flats\nRs. 1,499Rs. 749(50% off)\nSizes: 36, 37, 38, 39, 40",http://www.myntra.com/flats/lavie/lavie-women-tan-brown--muted-gold-toned-flats/1436405/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1436405/2016/8/9/11470723279050-Lavie-Women-Tan-Colour-Block-Sandals-9111470723278848-1_mini.jpg",Lavie Women Tan Brown & Muted Gold-Toned Flats,http://www.myntra.com/flats/lavie/lavie-women-tan-brown--muted-gold-toned-flats/1436405/buy?src=search,Lavie,http://www.myntra.com/flats/lavie/lavie-women-tan-brown--muted-gold-toned-flats/1436405/buy?src=search,Women Tan Brown & Muted Gold-Toned Flats,http://www.myntra.com/flats/lavie/lavie-women-tan-brown--muted-gold-toned-flats/1436405/buy?src=search,"Rs. 1,499",http://www.myntra.com/flats/lavie/lavie-women-tan-brown--muted-gold-toned-flats/1436405/buy?src=search,Rs. 749,http://www.myntra.com/flats/lavie/lavie-women-tan-brown--muted-gold-toned-flats/1436405/buy?src=search,(50% off),http://www.myntra.com/flats/lavie/lavie-women-tan-brown--muted-gold-toned-flats/1436405/buy?src=search,"Sizes: 36, 37, 38, 39, 40",http://www.myntra.com/flats/lavie/lavie-women-tan-brown--muted-gold-toned-flats/1436405/buy?src=search,36; 37; 38; 39; 40
http://www.myntra.com/women-footwear,"Paduki\nWomen Gold-Toned & Black Embroidered Flats\nRs. 649Rs. 519(20% off)\nSizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/flats/paduki/paduki-women-gold-toned--black-embroidered-flats/919808/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/919808/Paduki-Women-Flats_1_04b23377644570021e1c79d5df68518e_mini.jpg",Paduki Women Gold-Toned & Black Embroidered Flats,http://www.myntra.com/flats/paduki/paduki-women-gold-toned--black-embroidered-flats/919808/buy?src=search,Paduki,http://www.myntra.com/flats/paduki/paduki-women-gold-toned--black-embroidered-flats/919808/buy?src=search,Women Gold-Toned & Black Embroidered Flats,http://www.myntra.com/flats/paduki/paduki-women-gold-toned--black-embroidered-flats/919808/buy?src=search,Rs. 649,http://www.myntra.com/flats/paduki/paduki-women-gold-toned--black-embroidered-flats/919808/buy?src=search,Rs. 519,http://www.myntra.com/flats/paduki/paduki-women-gold-toned--black-embroidered-flats/919808/buy?src=search,(20% off),http://www.myntra.com/flats/paduki/paduki-women-gold-toned--black-embroidered-flats/919808/buy?src=search,"Sizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/flats/paduki/paduki-women-gold-toned--black-embroidered-flats/919808/buy?src=search,3; 4; 5; 6; 7; 8
http://www.myntra.com/women-footwear,"Adidas NEO\nWomen Black Textured Regular Sneakers\nRs. 4,599Rs. 2,759(40% off)\nSizes: 5, 6, 7, 8",http://www.myntra.com/casual-shoes/adidas-neo/adidas-neo-women-black-textured-regular-sneakers/1501338/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1501338/2016/9/22/11474543298411-Adidas-NEO-Women-Black-Textured-Regular-Sneakers-5301474543298272-1_mini.jpg",Adidas NEO Women Black Textured Regular Sneakers,http://www.myntra.com/casual-shoes/adidas-neo/adidas-neo-women-black-textured-regular-sneakers/1501338/buy?src=search,Adidas NEO,http://www.myntra.com/casual-shoes/adidas-neo/adidas-neo-women-black-textured-regular-sneakers/1501338/buy?src=search,Women Black Textured Regular Sneakers,http://www.myntra.com/casual-shoes/adidas-neo/adidas-neo-women-black-textured-regular-sneakers/1501338/buy?src=search,"Rs. 4,599",http://www.myntra.com/casual-shoes/adidas-neo/adidas-neo-women-black-textured-regular-sneakers/1501338/buy?src=search,"Rs. 2,759",http://www.myntra.com/casual-shoes/adidas-neo/adidas-neo-women-black-textured-regular-sneakers/1501338/buy?src=search,(40% off),http://www.myntra.com/casual-shoes/adidas-neo/adidas-neo-women-black-textured-regular-sneakers/1501338/buy?src=search,"Sizes: 5, 6, 7, 8",http://www.myntra.com/casual-shoes/adidas-neo/adidas-neo-women-black-textured-regular-sneakers/1501338/buy?src=search,5; 6; 7; 8
http://www.myntra.com/women-footwear,"Shoetopia\nWomen Silver-Toned Ballerinas\nRs. 499Rs. 399(20% off)\nSizes: 36, 37, 38, 39, 40, 41",http://www.myntra.com/flats/shoetopia/shoetopia-women-silver-toned-ballerinas/922311/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/image/style/properties/922311/Shoetopia-Women-Flats_1_b0a5012808d0d92b28a2cff7d36519af_mini.jpg",Shoetopia Women Silver-Toned Ballerinas,http://www.myntra.com/flats/shoetopia/shoetopia-women-silver-toned-ballerinas/922311/buy?src=search,Shoetopia,http://www.myntra.com/flats/shoetopia/shoetopia-women-silver-toned-ballerinas/922311/buy?src=search,Women Silver-Toned Ballerinas,http://www.myntra.com/flats/shoetopia/shoetopia-women-silver-toned-ballerinas/922311/buy?src=search,Rs. 499,http://www.myntra.com/flats/shoetopia/shoetopia-women-silver-toned-ballerinas/922311/buy?src=search,Rs. 399,http://www.myntra.com/flats/shoetopia/shoetopia-women-silver-toned-ballerinas/922311/buy?src=search,(20% off),http://www.myntra.com/flats/shoetopia/shoetopia-women-silver-toned-ballerinas/922311/buy?src=search,"Sizes: 36, 37, 38, 39, 40, 41",http://www.myntra.com/flats/shoetopia/shoetopia-women-silver-toned-ballerinas/922311/buy?src=search,36; 37; 38; 39; 40; 41
http://www.myntra.com/women-footwear,"Soludos\nWomen Tan Brown Solid Leather Espadrilles\nRs. 5,490Rs. 3,294(40% off)\nSizes: 3, 4, 5, 6",http://www.myntra.com/casual-shoes/soludos/soludos-women-tan-brown-solid-leather-espadrilles/1427580/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1427580/2016/9/29/11475124592557-Soludos-Women-Tan-Brown-Solid-Leather-Espadrilles-3991475124592316-1_mini.jpg",Soludos Women Tan Brown Solid Leather Espadrilles,http://www.myntra.com/casual-shoes/soludos/soludos-women-tan-brown-solid-leather-espadrilles/1427580/buy?src=search,Soludos,http://www.myntra.com/casual-shoes/soludos/soludos-women-tan-brown-solid-leather-espadrilles/1427580/buy?src=search,Women Tan Brown Solid Leather Espadrilles,http://www.myntra.com/casual-shoes/soludos/soludos-women-tan-brown-solid-leather-espadrilles/1427580/buy?src=search,"Rs. 5,490",http://www.myntra.com/casual-shoes/soludos/soludos-women-tan-brown-solid-leather-espadrilles/1427580/buy?src=search,"Rs. 3,294",http://www.myntra.com/casual-shoes/soludos/soludos-women-tan-brown-solid-leather-espadrilles/1427580/buy?src=search,(40% off),http://www.myntra.com/casual-shoes/soludos/soludos-women-tan-brown-solid-leather-espadrilles/1427580/buy?src=search,"Sizes: 3, 4, 5, 6",http://www.myntra.com/casual-shoes/soludos/soludos-women-tan-brown-solid-leather-espadrilles/1427580/buy?src=search,3; 4; 5; 6
http://www.myntra.com/women-footwear,"Carlton London\nWomen Brown Quilted High-Top Flat Boots\nRs. 2,795Rs. 1,956(30% off)\nSizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-brown-quilted-high-top-flat-boots/1504995/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1504995/2016/9/29/11475132800053-Carlton-London-Women-Brown-Textured-High-tops-Flat-Boots-6691475132799911-1_mini.jpg",Carlton London Women Brown Quilted High-Top Flat Boots,http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-brown-quilted-high-top-flat-boots/1504995/buy?src=search,Carlton London,http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-brown-quilted-high-top-flat-boots/1504995/buy?src=search,Women Brown Quilted High-Top Flat Boots,http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-brown-quilted-high-top-flat-boots/1504995/buy?src=search,"Rs. 2,795",http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-brown-quilted-high-top-flat-boots/1504995/buy?src=search,"Rs. 1,956",http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-brown-quilted-high-top-flat-boots/1504995/buy?src=search,(30% off),http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-brown-quilted-high-top-flat-boots/1504995/buy?src=search,"Sizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-brown-quilted-high-top-flat-boots/1504995/buy?src=search,3; 4; 5; 6; 7; 8
http://www.myntra.com/women-footwear,"Shoetopia\nWomen Black Casual Shoes\nRs. 499Rs. 399(20% off)\nSizes: 3, 4, 5, 6, 7, 8, 9",http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1206519/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1206519/2016/2/5/11454657142157-Shoetopia-Women-Casual-Shoes-9861454657141630-1_mini.jpg",Shoetopia Women Black Casual Shoes,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1206519/buy?src=search,Shoetopia,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1206519/buy?src=search,Women Black Casual Shoes,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1206519/buy?src=search,Rs. 499,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1206519/buy?src=search,Rs. 399,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1206519/buy?src=search,(20% off),http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1206519/buy?src=search,"Sizes: 3, 4, 5, 6, 7, 8, 9",http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-casual-shoes/1206519/buy?src=search,3; 4; 5; 6; 7; 8; 9
http://www.myntra.com/women-footwear,"Mizuno\nWomen Pink Wave Rider 19 Running Shoes\nRs. 9,499Rs. 5,699(40% off)\nSizes: 4, 5, 6, 7",http://www.myntra.com/sports-shoes/mizuno/mizuno-women-pink-wave-rider-19-running-shoes/1186310/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1186310/2016/2/2/11454398932187-Mizuno-Women-Pink-Wave-Rider-19-Running-Shoes-5201454398931770-1_mini.jpg",Mizuno Women Pink Wave Rider 19 Running Shoes,http://www.myntra.com/sports-shoes/mizuno/mizuno-women-pink-wave-rider-19-running-shoes/1186310/buy?src=search,Mizuno,http://www.myntra.com/sports-shoes/mizuno/mizuno-women-pink-wave-rider-19-running-shoes/1186310/buy?src=search,Women Pink Wave Rider 19 Running Shoes,http://www.myntra.com/sports-shoes/mizuno/mizuno-women-pink-wave-rider-19-running-shoes/1186310/buy?src=search,"Rs. 9,499",http://www.myntra.com/sports-shoes/mizuno/mizuno-women-pink-wave-rider-19-running-shoes/1186310/buy?src=search,"Rs. 5,699",http://www.myntra.com/sports-shoes/mizuno/mizuno-women-pink-wave-rider-19-running-shoes/1186310/buy?src=search,(40% off),http://www.myntra.com/sports-shoes/mizuno/mizuno-women-pink-wave-rider-19-running-shoes/1186310/buy?src=search,"Sizes: 4, 5, 6, 7",http://www.myntra.com/sports-shoes/mizuno/mizuno-women-pink-wave-rider-19-running-shoes/1186310/buy?src=search,4; 5; 6; 7
http://www.myntra.com/women-footwear,"Puma\nWomen Blue Running Shoes\nRs. 4,499Rs. 2,924(35% off)\nSizes: 3, 4, 5, 6, 7",http://www.myntra.com/sports-shoes/puma/puma-women-blue-running-shoes/1434929/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1434929/2016/10/17/11476688616001-Puma-Women-Sports-Shoes-5861476688615631-1_mini.jpg",Puma Women Blue Running Shoes,http://www.myntra.com/sports-shoes/puma/puma-women-blue-running-shoes/1434929/buy?src=search,Puma,http://www.myntra.com/sports-shoes/puma/puma-women-blue-running-shoes/1434929/buy?src=search,Women Blue Running Shoes,http://www.myntra.com/sports-shoes/puma/puma-women-blue-running-shoes/1434929/buy?src=search,"Rs. 4,499",http://www.myntra.com/sports-shoes/puma/puma-women-blue-running-shoes/1434929/buy?src=search,"Rs. 2,924",http://www.myntra.com/sports-shoes/puma/puma-women-blue-running-shoes/1434929/buy?src=search,(35% off),http://www.myntra.com/sports-shoes/puma/puma-women-blue-running-shoes/1434929/buy?src=search,"Sizes: 3, 4, 5, 6, 7",http://www.myntra.com/sports-shoes/puma/puma-women-blue-running-shoes/1434929/buy?src=search,3; 4; 5; 6; 7
http://www.myntra.com/women-footwear,"Kook N Keech\nWomen Navy Blue Woven Slip-On Sneakers\nRs. 1,799Rs. 1,079(40% off)\nSizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/kook-n-keech/kook-n-keech-women-navy-blue-woven-slip-on-sneakers/1469150/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1469150/2016/9/17/11474106068702-Kook-N-Keech-Women-Casual-Shoes-5371474106068443-1_mini.jpg",Kook N Keech Women Navy Blue Woven Slip-On Sneakers,http://www.myntra.com/casual-shoes/kook-n-keech/kook-n-keech-women-navy-blue-woven-slip-on-sneakers/1469150/buy?src=search,Kook N Keech,http://www.myntra.com/casual-shoes/kook-n-keech/kook-n-keech-women-navy-blue-woven-slip-on-sneakers/1469150/buy?src=search,Women Navy Blue Woven Slip-On Sneakers,http://www.myntra.com/casual-shoes/kook-n-keech/kook-n-keech-women-navy-blue-woven-slip-on-sneakers/1469150/buy?src=search,"Rs. 1,799",http://www.myntra.com/casual-shoes/kook-n-keech/kook-n-keech-women-navy-blue-woven-slip-on-sneakers/1469150/buy?src=search,"Rs. 1,079",http://www.myntra.com/casual-shoes/kook-n-keech/kook-n-keech-women-navy-blue-woven-slip-on-sneakers/1469150/buy?src=search,(40% off),http://www.myntra.com/casual-shoes/kook-n-keech/kook-n-keech-women-navy-blue-woven-slip-on-sneakers/1469150/buy?src=search,"Sizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/kook-n-keech/kook-n-keech-women-navy-blue-woven-slip-on-sneakers/1469150/buy?src=search,3; 4; 5; 6; 7; 8
http://www.myntra.com/women-footwear,"Puma\nWomen Blue Flip-Flops\nRs. 799Rs. 519(35% off)\nSizes: 4, 5, 6, 7",http://www.myntra.com/flip-flops/puma/puma-women-blue-flip-flops/1434946/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1434946/2016/9/15/11473933582276-PUMA-Women-Blue-Printed-Flip-Flops-9041473933582059-1_mini.jpg",PUMA Women Blue Flip-Flops,http://www.myntra.com/flip-flops/puma/puma-women-blue-flip-flops/1434946/buy?src=search,Puma,http://www.myntra.com/flip-flops/puma/puma-women-blue-flip-flops/1434946/buy?src=search,Women Blue Flip-Flops,http://www.myntra.com/flip-flops/puma/puma-women-blue-flip-flops/1434946/buy?src=search,Rs. 799,http://www.myntra.com/flip-flops/puma/puma-women-blue-flip-flops/1434946/buy?src=search,Rs. 519,http://www.myntra.com/flip-flops/puma/puma-women-blue-flip-flops/1434946/buy?src=search,(35% off),http://www.myntra.com/flip-flops/puma/puma-women-blue-flip-flops/1434946/buy?src=search,"Sizes: 4, 5, 6, 7",http://www.myntra.com/flip-flops/puma/puma-women-blue-flip-flops/1434946/buy?src=search,4; 5; 6; 7
http://www.myntra.com/women-footwear,"Carlton London\nWomen Black Embellished High-Top Flat Boots\nRs. 2,795Rs. 1,956(30% off)\nSizes: 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-black-embellished-high-top-flat-boots/1504998/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1504998/2016/9/29/11475133803354-Carlton-London-Women-Black-Solid-High-tops-Flat-Boots-2751475133803212-1_mini.jpg",Carlton London Women Black Embellished High-Top Flat Boots,http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-black-embellished-high-top-flat-boots/1504998/buy?src=search,Carlton London,http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-black-embellished-high-top-flat-boots/1504998/buy?src=search,Women Black Embellished High-Top Flat Boots,http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-black-embellished-high-top-flat-boots/1504998/buy?src=search,"Rs. 2,795",http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-black-embellished-high-top-flat-boots/1504998/buy?src=search,"Rs. 1,956",http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-black-embellished-high-top-flat-boots/1504998/buy?src=search,(30% off),http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-black-embellished-high-top-flat-boots/1504998/buy?src=search,"Sizes: 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/carlton-london/carlton-london-women-black-embellished-high-top-flat-boots/1504998/buy?src=search,4; 5; 6; 7; 8
http://www.myntra.com/women-footwear,"Shoetopia\nWomen Black Striped Casual Shoes\nRs. 499Rs. 399(20% off)\nSizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-striped-casual-shoes/1478844/buy?src=search,"http://assets.myntassets.com/h_240,q_95,w_180/v1/assets/images/1478844/2016/8/17/11471426195228-Shoetopia-Women-Casual-Shoes-5881471426195368-1_mini.jpg",Shoetopia Women Black Striped Casual Shoes,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-striped-casual-shoes/1478844/buy?src=search,Shoetopia,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-striped-casual-shoes/1478844/buy?src=search,Women Black Striped Casual Shoes,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-striped-casual-shoes/1478844/buy?src=search,Rs. 499,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-striped-casual-shoes/1478844/buy?src=search,Rs. 399,http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-striped-casual-shoes/1478844/buy?src=search,(20% off),http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-striped-casual-shoes/1478844/buy?src=search,"Sizes: 3, 4, 5, 6, 7, 8",http://www.myntra.com/casual-shoes/shoetopia/shoetopia-women-black-striped-casual-shoes/1478844/buy?src=search,3; 4; 5; 6; 7; 8
